iso_code,country_name,year,UN_subregion,UN_region,SDG_region,UNICEF_region,WHO_region,WB_income_group,WB_region,survey_sample_size,severe_wasting,wasting,overweight,stunting,underweight,notes,report_author,source,under5,moderate_wasting,stunting_children,wasting_children,severe_wasting_children,moderate_wasting_children,overweight_children,underweight_children,severe_wasting_needs_kg,moderate_wasting_needs_kg,wasting_needs_kg,stunting_needs_kg
BGD,BANGLADESH,2012,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,0,1.6,9.6,1.6,42.0,31.9,(pending reanalysis),Bangladesh Bureau of Statistics and UNICEF Bangladesh.,"Bangladesh multiple indicator cluster survey. Key findings Report. Dhaka, Bangladesh: Bangladesh Bureau of Statistics and UNICEF Bangladesh, 2014.",15467714,8.0,6496439,1484900,247483,1237417,247483,4934200,3348444,7733856,11082300,23387180
BGD,BANGLADESH,2013,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,4029.0,4.9,18.1,2.6,38.7,35.1,0,"Shahin S, Bhadra SK and Ahsanul Alam M.","Utilization of Essential Service Delivery (UESD) Survey 2013. Dhaka: National Institute of Population Research and Training (NIPORT), 2014.",15390254,13.200000000000001,5956028,2785635,754122,2031513,400146,5401979,10203270,12696956,22900226,21441700
BGD,BANGLADESH,2014,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,7318.0,3.1,14.3,1.4,36.1,32.6,(pending reanalysis),"National Institute of Population Research and Training (NIPORT), Mitra and Associates, and ICF International.","Bangladesh demographic and health survey 2014: Key indicators. Demographic and Health Surveys. Dhaka, Bangladesh, and Rockville, Maryland, USA: NIPORT, Mitra and Associates and ICF International, 2015 (pending reanalysis).",15329075,11.200000000000001,5533796,2192057,475201,1716856,214607,4997278,6429469,10730350,17159819,19921665
BRB,BARBADOS,2012,Caribbean,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,High Income,Latin America & Caribbean,403.0,2.0,6.8,12.2,7.7,3.5,0,Barbados Statistical Service (BSS).,"Barbados multiple indicator cluster survey 2012: Final report (MICS4). Bridgetown, Barbados: BSS, 2014.",17318,4.8,1333,1177,346,831,2112,606,4681,5193,9874,4798
BLR,BELARUS,2005,Eastern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,3031.0,0.6,2.2,9.7,4.5,1.3,0,Ministry of Statistics and Analysis (MSA) of the Republic of Belarus and Research Institute of Statistics of the MSA of the Republic of Belarus.,"Belarus multiple indicator cluster survey 2005, final report. Minsk, Republic of Belarus: Ministry of Statistics and Analysis [Belarus] and Research Institute of Statistics of the MSA [Belarus], 2007 (and additional analysis).",448326,1.6,20174,9863,2689,7173,43487,5828,36382,44831,81213,72626
BLZ,BELIZE,1992,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,8516.0,0.0,0.0,0.0,0.0,5.4,Converted estimate,Ministry of Health.,"Assessment of the food, nutrition and health situation of Belize. INCAP Publication DC1/002. Kingston: Institute of Nutrition of Central America and Panama, 1992 (and additional analysis).",30405,0.0,0,0,0,0,0,1641,0,0,0,0
BLZ,BELIZE,2006,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,722.0,0.9,1.9,13.7,22.2,4.9,0,Statistical Institute of Belize (SIB) and UNICEF.,"Multiple indicator cluster survey Belize, 2006. UNICEF, www.childinfo.org/mics3_surveys.html, accessed 7 January 2009 (and additional analysis).",37928,0.9999999999999999,8420,720,341,379,5196,1858,4613,2368,6981,30312
BLZ,BELIZE,2011,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,1809.0,1.2,3.3,7.9,19.3,6.2,0,Statistical Institute of Belize (SIB) and UNICEF.,"Belize multiple indicator cluster survey 2011 (MICS). Belize city, Belize: SIB and UNICEF, 2012 (and additional analysis).",37530,2.0999999999999996,7243,1238,450,788,2964,2326,6088,4925,11013,26074
BLZ,BELIZE,2015,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,0,0.5,1.8,7.3,15.0,4.6,(pending reanalysis),"Statistical Institute of Belize, Government of Belize, and UNICEF","Belize Multiple Indicator Cluster Survey 2015: Key Findings. Belmopan, Belize., 2016",39454,1.3,5918,710,197,512,2880,1814,2665,3200,5865,21304
BEN,BENIN,1996,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,2601.0,4.6,12.3,2.4,39.1,26.2,Age-adjusted;,"Kodjogbé N, Mboup G, Tossou J, de Souza L, Gandaho T, Guédémé A et al.","Enquête démographique et de santé 1996. Demographic and Health Surveys. Ministère du Plan, de la Restructuration Economique et de la Promotion de l'Emploi. Cotonou, Benin, 1997 (and additional analysis).",1107596,7.700000000000001,433070,136234,50949,85284,26582,290190,689339,533025,1222364,1559052
BEN,BENIN,2001,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,4947.0,3.1,9.0,3.0,39.1,21.5,0,Institut National de la Statistique et de l'Analyse Economique (INSAE) et ORC Macro.,"Enquête démographique et de santé au Bénin 2001. Demographic and Health Surveys. Calverton, Maryland, USA: Institut National de la Statistique et de l'Analyse Economique et ORC Macro, 2002 (and additional analysis).",1252444,5.9,489705,112719,38825,73894,37573,269275,525302,461837,987139,1762938
BEN,BENIN,2006,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,14628.0,3.1,8.4,11.4,44.7,20.2,0,Institut National de la Statistique et de l'Analyse Économique (INSAE) [Bénin] et Macro International Inc.,"Enquête démographique et de santé (EDSB-III) - Bénin 2006. Demographic and Health Surveys. Calverton, Maryland, USA : Institut National de la Statistique et de l'Analyse Économique et Macro International Inc., 2007 (and additional analysis).",1413734,5.300000000000001,631939,118753,43825,74927,161165,285574,592952,468293,1061245,2274980
BEN,BENIN,2014,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,0,0.9,4.5,1.7,34.0,18.0,(pending reanalysis),Institut National de la Statistique et de l'Analyse Economique (INSAE).,"Enquête par grappes a indicateurs multiples (MICS) 2014, Résultats clés. Cotonou, Benin: INSAE, 2015.",1704411,3.6,579499,76698,15339,61358,28974,306793,207536,383487,591023,2086196
BTN,BHUTAN,1987,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,3273.0,0.0,5.2,3.5,60.9,34.0,Converted estimates,Bhutan Directorate of Health Services,Bhutan Directorate of Health Services. Report on the national nutrition survey. Bhutan; December 1989.,86917,0.0,52932,4519,0,0,3042,29551,0,0,0,190555
BTN,BHUTAN,1999,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,2996.0,0.8,2.5,3.9,47.7,14.1,0,Ministry of Health and Education.,"National anthropometric survey of under five children in Bhutan. Division of Health Services. Thimpu, Bhutan, 1999 (and additional analysis).",78022,1.7,37216,1950,624,1326,3042,11001,8442,8287,16729,133977
BTN,BHUTAN,2008,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,2162.0,1.4,4.7,4.4,34.9,10.4,0,"Zangmo U, de Onis M, Dorji T.",The nutritional status of children in Bhutan: results from the national nutrition survey of 2008 and trends over time. BMC Pediatrics 2012;12:151.,73359,3.3000000000000003,25602,3447,1027,2420,3227,7629,13895,15125,29020,92167
BTN,BHUTAN,2010,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Lower Middle Income,South Asia,6138.0,2.0,5.9,7.6,33.6,12.8,0,National Statistics Bureau (NSB).,"Bhutan multiple indicator cluster survey (BMIS) 2010. Thimphu, Bhutan: NSB, May 2011 (and additional analysis).",73480,3.9000000000000004,24689,4335,1469,2865,5584,9405,19875,17906,37781,88880
BOL,BOLIVIA (PLURINATIONAL STATE OF),1988,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,151481.0,0.0,0.0,0.0,0.0,9.8,SVEN; converted estimate,Ministerio de Planeamiento y Coordinacion.,"Situacion alimentaria y nutricional de Bolivia 1992. La Paz: Instituto Nacional de Alimentacion y Nutricion, 1992 (and additional analysis).",1027010,0.0,0,0,0,0,0,100646,0,0,0,0
BOL,BOLIVIA (PLURINATIONAL STATE OF),1989,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,2563.0,0.5,1.5,7.4,44.0,7.8,Age-adjusted;,Ministerio de Planeamiento y Coordinacion.,"Encuesta nacional de demografia y salud 1989. Demographic and Health Surveys. La Paz, Bolivia, 1990 (and additional analysis).",1035329,1.0,455544,15529,5176,10353,76614,80755,70031,64706,134737,1639958
BOL,BOLIVIA (PLURINATIONAL STATE OF),1990,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,490699.0,0.0,0.0,0.0,0.0,9.7,SVEN; converted estimate,Ministerio de Planeamiento y Coordinacion.,"Situacion alimentaria y nutricional de Bolivia 1992. La Paz: Instituto Nacional de Alimentacion y Nutricion, 1992 (and additional analysis).",1045257,0.0,0,0,0,0,0,101389,0,0,0,0
BOL,BOLIVIA (PLURINATIONAL STATE OF),1991,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,536952.0,0.0,0.0,0.0,0.0,10.2,SVEN; converted estimate,Ministerio de Planeamiento y Coordinacion.,"Situacion alimentaria y nutricional de Bolivia 1992. La Paz: Instituto Nacional de Alimentacion y Nutricion, 1992 (and additional analysis).",1057088,0.0,0,0,0,0,0,107822,0,0,0,0
BOL,BOLIVIA (PLURINATIONAL STATE OF),1992,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,666872.0,0.0,0.0,0.0,0.0,10.5,SVEN; converted estimate,Ministerio de Desarrollo Humano.,"Bolivia: mapa de la desnutricion 1990-1992. La Paz, Bolivia, 1994 (and additional analysis).",1068007,0.0,0,0,0,0,0,112140,0,0,0,0
BOL,BOLIVIA (PLURINATIONAL STATE OF),1994,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,2730.0,1.2,3.6,6.7,37.1,11.0,Age-adjusted;,Ministerio de Desarrollo Sostenible y Medio Ambiente.,"Encuesta nacional de demografia y salud 1994. Demographic and Health Surveys. La Paz, Bolivia, 1994 (and additional analysis).",1089666,2.4000000000000004,404266,39227,13075,26151,73007,119863,176904,163443,340347,1455357
BOL,BOLIVIA (PLURINATIONAL STATE OF),1998,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,6005.0,0.7,1.6,10.7,33.1,5.9,0,Ministerio de Haciendo and Instituto Nacional de Estadistica.,"Encuesta nacional de demografia y salud 1998. Demographic and Health Surveys. La Paz, Bolivia, 1998 (and additional analysis).",1141989,0.9000000000000001,377998,18271,7993,10277,122192,67377,108145,64231,172376,1360792
BOL,BOLIVIA (PLURINATIONAL STATE OF),2003,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,9982.0,0.6,1.7,9.2,32.5,5.9,0,"Gutiérrez Sardan M, Hernando Ochoa L, Castillo Guerra W.","Encuesta nacional de demografia y salud (ENDSA) 2003. Demographic and Health Surveys. La Paz, Bolivia: Instituto Nacional de Estadistica, Ministerio de Salud y Deportes, Programa Measure DHS+/ORC Macro, 2004 (and additional analysis).",1180765,1.1,383748,20073,7084,12988,108630,69665,95846,81175,177021,1381492
BOL,BOLIVIA (PLURINATIONAL STATE OF),2008,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,8527.0,0.5,1.4,8.7,27.2,4.5,0,"Ministerio de Salud y Deportes (MSD), Programa Reforma de Salud (PRS), Instituto Nacional de Estadística (INE) y Macro International.","Encuesta nacional de demografía y salud ENDSA 2008. Demographic and Health Surveys. La Paz, Bolivia: MSD, PRS, INE y Macro International, 2009 (and additional analysis).",1188420,0.8999999999999999,323250,16637,5942,10695,103392,53478,80395,66843,147238,1163700
BOL,BOLIVIA (PLURINATIONAL STATE OF),2012,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,10887.0,0.5,1.6,0.0,18.1,3.6,(pending reanalysis),"Ministerio de Salud, Unidad de Análisis de Políticas Sociales y Económicas (UDAPE).",Encuesta de Evaluación de Salud y Nutrición 2012: Informe de Resultados,1189367,1.1,215275,19029,5946,13083,0,42817,80449,81768,162217,774990
BIH,BOSNIA AND HERZEGOVINA,2000,Southern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,2598.0,3.5,7.4,16.3,12.1,4.2,0,"State of Bosnia and Herzegovina - Agency for Statistics, Federation of Bosnia and Herzegovina, Republika Srpska, Organisation for Security and Co-operation in Europe, UNICEF","Household survey of women and children: Bosnia and Herzegovina 2000 (B&H MICS 2000): Draft final report, May 29, 2002. Sarajevo, Bosnia and Herzegovina: UNICEF, 2002 (and additional analysis).",235649,3.9000000000000004,28513,17438,8247,9190,38410,9897,111581,57437,169018,102646
BIH,BOSNIA AND HERZEGOVINA,2006,Southern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,3165.0,1.5,4.0,25.6,11.8,1.6,0,"Jokic I, Lolic A, Fahrudin M, Niksic D, Pilav A, Prodanovic N et al.","Bosnia and Herzegovina multiple indicator cluster survey 2006. Sarajevo, Bosnia and Herzegovina: UNICEF, 2007 (and additional analysis).",165666,2.5,19548,6626,2484,4141,42410,2650,33608,25881,59489,70372
BIH,BOSNIA AND HERZEGOVINA,2012,Southern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,2201.0,1.6,2.3,17.4,8.9,1.5,0,"Agency for Statistics [Bosnia and Herzegovina], the Federal Ministry of Health, the Ministry of Health and Social Welfare [Republic of Srpska], and","Institute for Public Health [Federation of Bosnia and Herzegovina]. Bosnia and Herzegovina multiple indicator cluster survey (MICS) 2011-2012. Final report. Sarajevo, Federation of Bosnia and Herzegovina: UNICEF, 2013 (and additional analysis).",179641,0.6999999999999997,15988,4131,2874,1257,31257,2694,38885,7856,46741,57556
BWA,BOTSWANA,1996,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,0,0.0,13.2,0.0,35.1,15.1,Converted estimates,Central Statistics Office,"The 1996 Botswana family health survey III. Gaborone: Central Statistics Office, 1999 (and additional analysis).",222230,0.0,78002,29334,0,0,0,33556,0,0,0,280807
BWA,BOTSWANA,2000,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,2880.0,2.7,6.0,10.4,29.1,10.7,0,"Charumbira, Republic of Botwana, Central Statistic Office (CSO), UNICEF","Multiple indicator survey (MIS) 2000. Full report. Gaborone, Botswana, 2001 (and additional analysis).",220976,3.3,64304,13258,5966,7292,22981,23644,80719,45575,126294,231494
BWA,BOTSWANA,2007,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,2623.0,3.2,7.2,11.2,31.4,11.2,0,Central Statistics Office (CSO) and UNICEF.,"2007 Botswana family health survey IV report. Gaborone, Botswana: CSO, 2009 (and additional analysis by UNICEF).",221701,4.0,69614,15962,7094,8868,24830,24830,95981,55425,151406,250610
BRA,BRAZIL,1989,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,7276.0,0.0,0.0,0.0,19.4,5.3,0,"Monteiro CA, Benicio MH, Gouveia NC.","Growth and nutritional status of the Brazilian children: findings from the 1989 National Health and Nutrition Survey. Country Studies on Nutritional Anthropometry NUT/ANTREF/1/91. Geneva: World Health Organization, 1991 (and additional analysis).",18121635,0.0,3515597,0,0,0,0,960446,0,0,0,12656149
BRA,BRAZIL,1996,South America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,4145.0,1.0,2.8,6.6,13.5,4.5,0,Sociedade Civil Bem-Estar Familiar no Brasil (BEMFAM) e MACRO International Inc.,"Pesquisa nacional sobre demografia e saude 1996. Demographic and Health Surveys. Rio de Janeiro, Brasil: Litografia Tucano Ltda., 1997 (and additional analysis).",17560196,1.7999999999999998,2370626,491685,175601,316083,1158972,790208,2375881,1975518,4351399,8534253
